kpgc02s195,4P///wAIAAAGAAAAPQGpAD0CCk0JsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
kpgc02s197,4P///wAIAAAHAAAAPQGpAD0CCo4tCLEFuQA=,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,no
kpgc02s198,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
kpgc02s199,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAFAAAAKQhxAOUBCQOxBbkA,yes
kpgc02s202,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAGAAAA5F0GcQDxBrEFbO4=,no
kpgc02s203,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAHAAAA5B0CPQJxAPEGsQVs7g==,yes
kpgc02s206,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAIAAAAoOUGcQD+8nAlArEFuQA=,no
Kpgc02s212,4P///wAIAAAHAAAAPQGpAD0CCo4tCLEFuQA=,4P///wAIAAAFAAAA6QM9AnEA8QaxBbkA,no
Kpgc02s213,4P///wAIAAAGAAAAPQGpAD0CCk0JsQW5AA==,4P///wAIAAAFAAAAKQianPEGsQW5AA==,no
Kpgc02s228,4P///wAIAAAHAAAAPQGpAD0CCk0JuQL1ALkA,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,no
Kpgc02s229,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,no
Kpgc02s230,4P///wAIAAAJAAAAoPypAD0CCoEBvQAJA7EFuQA=,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
Kpgc02s232,4P///wAIAAAGAAAAPQGpAD0CCk0JsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
kpgc02s201,4P///wAIAAAIAAAAPQGpAD0CCkylAwkDsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,no
kpgc02s208,4P///wAIAAAGAAAAPQGpAD0CCk0JsQW5AA==,4P///wAIAAAFAAAA6QM9AnEA8QaxBbkA,no
kpgc02s233,4P///wAIAAAHAAAAeQOtAlY8LQMJA7EFuQA=,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
Kpgc02s244,4P///wAIAAAIAAAAeQOtAlY8BCEDCQOxBbkA,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
kpgc02s246,4P///wAIAAAIAAAAeQOtAlY8BCEDCQOxBbkA,4P///wAIAAAGAAAAKQianOUBCQOxBbkA,yes
kpgc02s247,4P///wAIAAAJAAAAeQOtAi4mPC0DCQMGoQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
kpgc02s248,4P///wAIAAAIAAAAeQOtAlYAOi0DCQOxBbkA,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,yes
,4P///wAIAAAJAAAAApw1Aq0CVjwtAwkDsQW5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,
,4P///wAIAAAIAAAAoDUCrQJWPC0DCQOxBbkA,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,
249,4P///wAIAAAKAAAAeQOtAlYoEqLlAQkDsQWyqA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,
250,4P///wAIAAAJAAAAeQOtAi4mPDkIBqkC9QC5AA==,4P///wAIAAAEAAAAKQhxAPEGsQW5AA==,
