kpgc02s195,4P///wAIAAAPAAAAPQGlAAC00QAK+QLgcqUBhrUC9D5osg==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
kpgc02s197,4P///wAIAAASAAAAPQGlAAC00QAKjkkAQoKpAKUBhtkA7PQ+aLI=,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,no
kpgc02s198,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
kpgc02s199,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAAMAAAAFQSEBQFxAOUBCQMIQQM2kGJWCQA=,yes
kpgc02s202,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAAOAAAA5EkCEQJxAGECjQJIRl0AQQD0VhRgjA==,no
kpgc02s203,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAARAAAA5DEBdBSEBQFxAALpBgiEAKJZAfRWFO4=,yes
kpgc02s206,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAAUAAAAoKUBlJTlAMYOYP7ycBUBhhR+KQIcDv5WCQA=,no
Kpgc02s212,4P///wAIAAASAAAAPQGlAAC00QAKjkkAQoKpAKUBhtkA7PQ+aLI=,4P///wAIAAANAAAA6QMUhAUBcQBeoQEQaQLFA9AiVgkA,no
Kpgc02s213,4P///wAIAAARAAAAPQGlAAC00QAK+QLgckkBLMUD0CIWJmiy,4P///wAIAAAMAAAAFQSEBQGanMpZBQjVAez0VgkA,no
Kpgc02s228,4P///wAIAAASAAAAPQEQgQAAtLawCmkBxqkApQGGqQGE9D5osg==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,no
Kpgc02s229,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAAJAAAAFQSEBQFxAPEGCLED9FYJAA==,no
Kpgc02s230,4P///wAIAAAWAAAAoPyspAC00QAKaQEKZFSiTGKlAYa5AXz0Pmiy,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
Kpgc02s232,4P///wAIAAARAAAAPQGlAAC00QAK+QLgckkBLMUD0CIWJmiy,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
kpgc02s201,4P///wAIAAAUAAAAPQHkbAC00QAKTEUAQsaisKUBhq5VAfQ+aLI=,4P///wAIAAALAAAAFQSEBQG8evEGCGEBTQD0VgkA,no
kpgc02s208,4P///wAIAAARAAAAPQGlAAC00QAK+QLgckkBLMUD0CIWJmiy,4P///wAIAAANAAAA6QMUhAUBcQBeoQEQaQLFA9AiVgkA,no
kpgc02s233,4P///wAIAAARAAAA/QI8rQJWPCkAAQE8AB5JAr7VATaQYn0AHA==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
Kpgc02s244,4P///wAIAAATAAAA/QI8rQJWPAQdAFhNAD4eSQK+aQC0NpBifQAc,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
kpgc02s246,4P///wAIAAATAAAA/QI8rQJWPAQdAFhNAD4eSQK+aQC0NpBifQAc,4P///wAIAAAQAAAAFQSEBQGanDJS1QAJAwgKvQG0NvRWCQA=,yes
kpgc02s247,4P///wAIAAAVAAAAzGEBPK0CLiY8gJIBAT4ePM0BBrbVATaQYn0AHA==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
kpgc02s248,4P///wAIAAAWAAAA/QIaIK0CVgA65iwU1QA+HkkCvnblADaQYsB8HA==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,yes
,4P///wAIAAAUAAAAApwpAUY8rQJWPC0DPh5mnQBsvtUBNpAuMrkA,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,
,4P///wAIAAASAAAAoFUBMDytAlY8LQM+Hm0BbJIq1QE2kGK5AA==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,
249,4P///wAIAAAaAAAA/QI8rQJWKAAQNmo8MhTVAD4esuEAvvoI5DaQYrKKHA==,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,
250,4P///wAIAAAVAAAAzOLMPEkBsC4mPICSgQEePM0BBrY5AYT0fQAc,4P///wAIAAAKAAAAFQSEBQFxAGECjQIIsQP0VgkA,
