kpgc02s195,4P///wAIAAAhAAAAMNkAOFbAAIooAM0ACpjAPuDaBHJoVQA8hkA2vkEAfHY+HEYCLoI=,4P///wAIAAARAAAA1IxNAYQFAXEAYQJieNEACBEDTvRWOkp8,yes
kpgc02s197,4P///wAIAAAlAAAAMGUAODhWeEYAiiiRAB4KjghAaG5CgkA00ggUJq0APIZ4LsLs9D5oLoI=,4P///wAIAAARAAAA1IxNAYQFAXEAYQJieNEACBEDTvRWOkp8,no
kpgc02s198,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAARAAAA1IxNAYQFAXEAYQJieNEACBEDTvRWOkp8,yes
kpgc02s199,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAAVAAAA1NQqZQCEBQFxACBElvKgxQEI3QIwNpBiVgT+,yes
kpgc02s202,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAAYAAAA5EkCdQDMcQAZAiLcTDzcQAZGiKRyrPRWFCQ6Tjw=,no
kpgc02s203,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAAdAAAA5MAE0HQUhAUBgLYC7QIY2BEACGAiAHomNQAmaCIirFYU7g==,yes
kpgc02s206,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAAjAAAAoIkBDJQ4WuUAWGwOXAJsEnwIjFpwnOyGFH4a8QEcDgryEEQEQpoe,no
Kpgc02s212,4P///wAIAAAlAAAAMGUAODhWeEYAiiiRAB4KjghAaG5CgkA00ggUJq0APIZ4LsLs9D5oLoI=,4P///wAIAAAhAAAALQFKCFSwFEBCBPkAcQAaQnQeKNQ4ABCgHAoGwpzFA9AiNCBCalQ=,no
Kpgc02s213,4P///wAIAAAsAAAAEB7JAAaQwACKKA5cYEI2HAgAmFUBBi4yQjQwAB4uImh1ACzukEYxANAiFiZoPiwMNg==,4P///wAIAAAVAAAAXnTUvQCEBQGanMqRASR2iQAI1QEiXmge1FYJAA==,no
Kpgc02s228,4P///wAIAAAmAAAAMGyqMCAQJlZ4RgCKKLawCnwapARuxkA03CkBPIZ4tQB4CpBiPj4oLoI=,4P///wAIAAARAAAA1IxNAYQFAXEAYQJieNEACBEDTvRWOkp8,no
Kpgc02s229,4P///wAIAAApAAAAMJgA0JBSbACGAijRAApMLBxedkLGRFxGaGLdAIZ4NCBmQQAADOQ+BF4CGhKC,4P///wAIAAAOAAAA1NQ9AD6EBQFxACkDxQEI3QJo9FYJAA==,no
Kpgc02s230,4P///wAIAAAtAAAAMG4onDQgbhoKmACGAijRAAoobjUACmQ2HKJMYmLdAFA0eDQgZqJ89D4CKDYCLjRKAA==,4P///wAIAAARAAAA1IxNAYQFAXEAYQJieNEACBEDTvRWOkp8,yes
