kpgc02s195,O=S1(OC2=CC=CC=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC=CC=C2C(C3=NN=C(C4=CC=CC=C4)O3)N1)=O,yes
kpgc02s197,O=S1(OC2=CC=C(Br)C=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC=C(Br)C=C2C(C3=NN=C(C4=CC=CC=C4)O3)N1)=O,no
kpgc02s198,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(C4=CC=CC=C4)O3)N1)=O,yes
kpgc02s199,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,CC1=CC=C(C(O)=O)C=C1,O=S1(OC2=CC(N(CC)CC)=CC=C2C(C3=NN=C(C4=CC=C(C)C=C4)O3)N1)=O,yes
kpgc02s202,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(O)C(F)(C1=CC=CC=C1)F,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(C(F)(F)C4=CC=CC=C4)O3)N1)=O,no
kpgc02s203,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(O)C1=CN=C(C(F)(F)F)C=C1,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(C4=CN=C(C(F)(F)F)C=C4)O3)N1)=O,yes
kpgc02s206,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(N1)N(CC(O)=O)C=C(C)C1=O,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(CN(C=C4C)C(NC4=O)=O)O3)N1)=O,no
Kpgc02s212,O=S1(OC2=CC=C(Br)C=C2C=N1)=O,O=C(O)C1=NC2=CC=CC=C2C=C1,O=S1(OC2=CC=C(Br)C=C2C(C3=NN=C(C4=NC(C=CC=C5)=C5C=C4)O3)N1)=O,no
Kpgc02s213,O=S1(OC2=CC=C(C=CC=C3)C3=C2C=N1)=O,O=C(O)C1=CC=C(Br)C=C1,O=S1(OC2=CC=C(C=CC=C3)C3=C2C(C4=NN=C(C5=CC=C(Br)C=C5)O4)N1)=O,no
Kpgc02s228,O=S1(OC2=CC=C(Cl)C=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC=C(Cl)C=C2C(C3=NN=C(C4=CC=CC=C4)O3)N1)=O,no
Kpgc02s229,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(O)C1=CC=C(C(O)=O)C=C1,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(C4=CC=C(C(O5)=NN=C5C(N6)C7=CC=C(OC)C=C7OS6(=O)=O)C=C4)O3)N1)=O,no
Kpgc02s230,O=S1(OC2=CC(N(CC)CC)=CC=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC(N(CC)CC)=CC=C2C(C3=NN=C(C4=CC=CC=C4)O3)N1)=O,yes
Kpgc02s232,O=S1(OC2=CC=C(C=CC=C3)C3=C2C=N1)=O,O=C(O)C1=CC=CC=C1,O=S1(OC2=CC=C(C=CC=C3)C3=C2C(C4=NN=C(C5=CC=CC=C5)O4)N1)=O,yes
kpgc02s201,O=S1(OC2=CC(OC)=CC=C2C=N1)=O,O=C(O)C1=CC=C(O)C=C1,O=S1(OC2=CC(OC)=CC=C2C(C3=NN=C(C4=CC=C(O)C=C4)O3)N1)=O,no
kpgc02s208,O=S1(OC2=CC=C(C=CC=C3)C3=C2C=N1)=O,O=C(O)C1=NC2=CC=CC=C2C=C1,O=S1(OC2=CC=C(C=CC=C3)C3=C2C(C4=NN=C(C5=NC(C=CC=C6)=C6C=C5)O4)N1)=O,no
kpgc02s233,CC1=CC=C(S(=O)(N=CC2=CC=CC=C2)=O)C=C1,O=C(O)C1=CC=CC=C1,O=S(NC(C1=NN=C(C2=CC=CC=C2)O1)C3=CC=CC=C3)(C4=CC=CC=C4)=O,yes
Kpgc02s244,CC1=CC=C(S(=O)(N=CC2=CC=C(Br)C=C2)=O)C=C1,O=C(O)C1=CC=CC=C1,BrC(C=C1)=CC=C1C(C2=NN=C(C3=CC=CC=C3)O2)NS(=O)(C4=CC=CC=C4)=O,yes
kpgc02s246,CC1=CC=C(S(=O)(N=CC2=CC=C(Br)C=C2)=O)C=C1,O=C(O)C1=CC=C(Br)C(C)=C1,BrC(C=C1)=CC=C1C(C2=NN=C(C3=CC(C)=C(Br)C=C3)O2)NS(=O)(C4=CC=CC=C4)=O,yes
